LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
376,215,155,47,40,12,121,820,10,55,15,0.21,3.87,177,3.18,229728.0,16,1,13,15,0,50.78,123,201,0,1,98.89,0.0,0.0,0.8,13,0,15,9541.75,0,5,0,0.0,0,0,58,0,0,10,4,58,1657,1,False
439,276,201,65,48,17,115,871,10,55,15,0.21,4.73,219,3.84,256648.0,16,1,15,15,0,46.45,122,260,0,1,94.55,0.0,0.0,0.8,13,0,17,11533.1,0,4,0,0.0,0,0,71,0,0,11,4,65,1995,1,True
79,58,45,8,7,1,14,77,10,56,4,0.22,2.75,33,0.4,12543.3,7,3,8,4,0,159.55,5,49,0,1,109.55,0.0,0.0,0.5,0,2,4,1208.37,0,2,0,0.0,0,0,11,0,0,2,0,3,249,1,True
1403,1060,885,99,96,103,247,1543,10,55,64,0.03,2.94,897,16.35,730699.0,87,23,12,64,1,78.17,340,1047,1,1,96.05,0.0,0.5,0.07,41,1762,12,49044.6,13,5,0,0.0,0,1,188,0,0,59,0,206,8124,1,True
20,7,6,0,3,0,10,54,10,54,1,0.0,1.0,2,0.02,132.26,1,0,3,1,0,143.06,0,3,0,1,143.06,0.0,0.0,0.0,0,1,1,56.11,0,1,0,0.0,0,0,1,0,0,0,0,0,17,1,False
1038,743,598,121,108,60,187,974,10,55,52,0.01,2.79,609,10.21,489060.0,68,16,10,53,0,100.86,237,692,0,1,100.63,0.0,0.5,0.07,36,854,12,30631.7,6,16,0,0.0,1,1,145,0,1,36,0,110,5346,1,True
334,219,172,20,41,8,74,283,10,55,22,0.04,1.82,162,2.15,82614.4,36,14,6,22,0,131.8,72,201,0,1,111.19,0.0,0.5,0.11,8,186,6,6439.51,3,2,0,0.0,0,1,40,0,0,20,0,31,1223,1,True
100,72,53,17,17,2,11,68,10,56,14,0.06,1.29,44,0.4,6746.23,18,4,7,14,1,132.02,3,63,1,1,132.02,0.0,0.0,0.3,1,18,2,1213.61,0,7,0,0.0,0,0,18,0,0,7,0,3,303,1,True
22,9,6,1,2,1,11,57,10,54,2,1.0,1.0,5,0.03,452.26,3,1,0,3,0,191.23,2,8,0,1,141.23,0.0,0.0,0.0,0,2,1,100.62,0,0,0,0.0,1,0,2,0,1,2,0,2,31,1,False
107,71,48,25,26,5,10,60,10,55,12,0.16,1.83,47,0.45,12105.7,17,5,0,12,1,129.41,5,70,1,1,129.41,0.0,0.0,0.35,1,16,6,1336.48,0,7,0,0.0,0,0,22,0,0,5,0,5,336,1,False
241,203,165,20,23,69,15,138,10,55,14,0.28,2.43,167,2.57,113551.0,17,3,10,15,1,83.29,74,192,1,1,101.17,1.0,0.33,0.6,11,0,6,7709.4,6,1,0,0.0,1,1,34,1,1,13,1,71,1428,1,False
572,380,305,39,65,67,127,808,10,55,29,0.07,2.83,302,5.15,306860.0,57,28,8,31,1,69.54,184,371,1,1,101.77,0.0,0.5,0.1,17,338,15,15455.4,3,3,0,0.0,2,1,82,0,2,26,0,109,2687,1,True
59,35,34,0,13,32,11,89,10,54,0,0.0,0.0,33,0.61,11162.2,32,32,0,0,0,171.0,33,34,0,1,171.0,0.0,0.0,0.0,0,0,0,1832.19,0,0,0,0.0,0,0,0,0,0,0,0,33,296,1,True
111,79,78,0,10,56,22,155,10,55,0,0.0,0.0,77,1.68,26112.4,76,76,0,0,0,171.0,68,78,0,1,171.0,0.0,0.0,0.0,0,0,0,5049.82,0,0,0,0.0,0,0,0,0,0,0,0,66,688,1,True
140,109,108,0,10,106,21,197,10,55,0,0.0,0.0,107,2.49,38925.2,106,106,0,0,0,171.0,117,108,0,1,171.0,0.0,0.0,0.0,0,0,0,7460.81,0,0,0,0.0,0,0,0,0,0,0,0,115,958,1,True
84,57,55,0,11,1,16,67,9,53,0,0.0,0.0,53,0.63,15962.9,50,50,1,0,0,171.0,8,55,0,1,171.0,0.0,0.5,0.0,0,0,0,1883.52,0,0,0,0.0,0,1,0,0,0,0,0,8,320,1,True
44,27,22,1,7,0,10,54,10,54,3,0.0,1.33,20,0.22,5209.92,3,0,4,3,0,116.4,0,22,0,1,116.4,0.0,0.5,0.0,1,3,2,669.79,1,0,0,0.0,0,1,4,0,0,3,0,0,147,1,False
65,47,38,4,6,0,12,90,10,54,3,0.0,2.67,35,0.47,20677.0,3,0,7,3,1,101.7,2,39,1,1,101.7,0.0,0.5,0.0,0,3,4,1395.88,5,0,0,0.0,0,1,8,0,0,3,0,2,251,1,False
217,170,130,34,31,18,16,151,10,55,14,0.03,3.0,132,2.03,93372.7,23,9,7,14,0,155.04,24,162,0,1,105.04,0.0,0.5,0.14,7,70,8,6083.19,3,0,0,0.0,0,1,42,0,0,14,0,24,1124,1,False
95,69,57,9,12,5,14,138,10,54,6,0.0,2.67,50,1.0,55371.3,6,0,9,6,0,155.86,9,59,0,1,105.86,0.0,0.5,0.0,0,6,5,2985.63,0,2,0,0.0,0,1,16,0,0,4,0,9,531,1,True
66,46,36,2,10,0,10,55,10,55,6,0.07,1.33,31,0.31,6473.46,9,3,6,6,0,120.98,0,39,0,1,120.98,0.0,0.5,0.39,0,10,2,921.11,1,0,0,0.0,0,1,8,0,0,6,0,0,204,1,True
70,47,35,7,13,4,10,77,10,54,9,0.25,1.89,31,0.52,11886.4,11,2,3,9,0,128.48,4,43,0,1,128.48,0.0,0.5,0.28,1,28,7,1546.98,1,2,0,0.0,0,1,17,0,0,7,0,4,337,1,True
214,159,126,18,27,26,28,238,10,55,14,0.07,2.64,137,1.85,57605.2,23,9,5,14,0,127.33,44,153,0,1,106.72,0.0,0.5,0.17,10,66,7,5552.89,2,1,0,0.0,0,1,37,0,0,13,0,39,1055,1,True
46,26,19,3,10,0,10,54,10,54,6,0.0,1.0,16,0.09,758.42,9,3,2,6,0,143.22,0,23,0,1,143.22,0.0,0.0,0.33,0,18,1,258.17,0,2,0,0.0,0,0,6,0,0,4,0,0,78,1,False
76,29,18,14,7,1,40,226,10,55,4,0.0,2.5,15,0.19,4760.19,4,0,2,4,0,86.48,31,26,0,1,128.77,0.0,0.0,0.0,0,4,3,567.22,0,0,0,0.0,0,0,10,0,0,4,0,6,136,1,False
188,145,112,23,21,29,22,129,10,55,13,0.08,3.0,103,1.32,34082.6,33,20,6,15,0,132.92,41,138,0,1,112.3,0.0,0.5,0.13,8,57,8,3950.2,0,2,0,0.0,2,1,39,0,2,11,0,34,808,1,True
32,15,11,2,7,0,10,55,10,55,3,0.5,1.0,8,0.05,481.33,4,1,2,3,0,142.4,0,12,0,1,142.4,0.0,0.5,0.67,0,4,1,148.91,1,1,0,0.0,0,1,3,0,0,2,0,0,44,1,False
92,60,51,7,12,2,20,91,10,55,3,1.0,3.0,36,0.7,28900.1,4,1,10,3,0,99.36,12,49,0,1,99.12,0.0,0.5,0.0,1,3,7,2091.75,1,1,0,0.0,0,1,9,0,0,2,3,7,350,1,False
179,141,101,37,14,2,24,165,10,55,7,0.17,4.86,98,1.77,112957.0,10,3,10,7,0,134.63,16,130,0,1,94.75,0.0,0.5,0.19,2,18,10,5315.79,2,3,0,0.0,0,1,34,0,0,4,3,11,920,1,True
73,48,39,7,10,0,15,94,10,55,6,0.07,1.5,33,0.31,8616.63,9,3,7,6,0,119.97,5,40,0,1,119.97,0.0,0.5,0.39,1,14,3,916.34,0,5,0,0.0,0,1,9,0,0,1,2,2,208,1,False
173,112,87,20,25,2,36,274,10,55,8,0.07,3.0,87,1.15,60933.9,14,6,10,8,1,123.49,28,101,1,1,102.88,0.0,0.5,0.23,2,16,10,3454.07,0,2,0,0.0,0,1,24,0,0,6,2,15,600,1,False
629,517,383,118,62,11,50,309,10,55,43,0.02,3.02,375,5.39,228115.0,54,11,13,43,0,157.73,51,495,0,1,107.73,0.0,0.0,0.08,20,598,11,16176.7,0,15,0,0.0,0,0,130,0,0,28,2,37,3149,1,True
65,48,36,11,6,3,11,58,10,54,3,0.0,3.67,32,0.43,18697.3,3,0,5,3,0,153.52,4,42,0,1,103.52,0.0,0.0,0.0,2,3,5,1301.28,0,3,0,0.0,0,0,11,0,0,0,0,4,255,1,False
120,94,72,21,12,3,14,81,10,55,6,0.8,3.67,79,1.32,69501.7,7,1,9,6,0,147.15,7,84,0,1,97.15,0.0,0.5,0.33,2,10,5,3960.05,4,2,0,0.0,0,1,22,0,0,4,0,5,733,1,False
73,48,36,12,15,7,10,71,10,54,3,0.25,5.33,32,0.58,31529.3,5,2,3,3,1,141.53,7,44,1,1,101.64,0.0,0.0,0.33,0,4,9,1744.86,0,2,0,0.0,0,0,16,0,0,1,1,7,343,1,True
41,20,15,2,6,0,15,101,10,55,3,0.0,1.33,15,0.15,2302.0,4,1,2,4,0,172.14,5,17,0,1,122.14,0.0,0.0,1.0,0,0,2,441.58,0,1,0,0.0,1,0,4,0,1,2,1,5,105,1,False
45,28,23,1,6,4,11,73,10,55,2,0.0,2.0,16,0.19,5365.16,2,0,8,2,0,150.04,5,19,0,1,110.15,0.0,0.5,0.0,0,2,3,570.3,1,0,0,0.0,0,1,4,0,0,2,0,5,116,1,False
554,395,281,108,47,18,112,568,10,55,26,0.0,4.04,329,4.72,252557.0,26,0,11,26,1,99.26,119,369,1,1,99.02,0.0,0.0,0.0,8,26,10,14159.8,0,18,0,0.0,0,0,105,0,0,8,3,46,2639,2,True
119,88,58,17,15,13,16,96,10,55,11,0.35,1.82,64,0.72,19105.0,13,2,2,11,0,169.28,19,85,0,1,119.28,0.0,0.5,0.18,5,26,7,2165.03,2,2,0,0.0,0,1,20,0,0,9,0,17,462,1,False
3289,2358,1826,398,162,147,769,4662,10,56,38,0.06,2.5,510,7.41,390972.0,49,11,2,38,1,137.53,98,544,1,1,97.64,0.0,0.0,0.03,14,206,14,22232.4,0,1,0,0.0,0,0,95,0,0,37,0,19,4116,1,True
52,29,21,0,10,0,13,59,10,56,6,0.0,1.17,16,0.11,1443.78,7,1,3,6,0,140.98,3,25,0,1,140.98,0.0,0.5,1.0,0,0,2,341.5,0,0,0,0.0,0,1,7,0,0,6,0,1,98,1,True
286,176,137,17,24,11,86,247,10,55,19,0.01,1.89,130,1.57,48508.5,29,10,10,19,0,115.23,87,165,0,1,115.0,0.0,0.5,0.11,9,207,4,4716.43,0,4,0,0.0,0,1,36,0,0,15,2,31,936,1,False
198,72,51,0,24,0,102,616,10,55,19,0.28,1.05,43,0.34,3766.76,20,1,6,20,0,141.9,92,65,0,1,141.67,0.0,0.5,0.74,1,0,2,1011.75,0,0,0,0.0,1,1,20,0,1,19,0,17,289,1,True
77,31,23,0,10,0,36,232,10,55,6,0.2,1.17,16,0.13,1768.85,7,1,5,7,0,140.52,26,25,0,1,140.29,0.0,0.5,0.83,0,0,2,386.0,0,0,0,0.0,1,1,7,0,1,6,0,6,107,1,False
137,50,36,0,16,0,71,419,10,55,12,0.18,1.08,28,0.21,2297.22,13,1,6,12,0,123.91,61,43,0,1,141.78,0.0,0.5,0.83,0,0,2,625.38,0,0,0,0.0,0,1,13,0,0,12,0,13,178,1,False
80,47,37,4,10,4,23,130,10,55,5,0.15,1.8,34,0.41,12923.5,10,5,2,5,0,135.58,17,44,0,1,114.97,0.0,0.5,0.32,2,10,5,1223.91,1,0,0,0.0,0,1,9,0,0,5,0,7,276,1,False
280,200,159,36,34,18,46,320,10,55,8,0.12,5.5,160,2.42,296802.0,24,16,4,9,0,53.87,54,195,0,1,86.09,0.0,0.5,0.16,1,20,25,7262.06,0,1,0,0.0,1,1,44,0,1,7,0,33,1223,1,True
260,204,156,39,23,30,33,150,10,55,15,0.1,3.47,142,1.86,56516.6,29,14,7,16,1,127.57,53,196,1,1,106.96,0.0,0.5,0.16,8,54,8,5588.14,0,1,0,0.0,1,1,52,0,1,14,0,35,1094,1,True
69,25,19,0,9,0,35,281,10,55,5,0.19,1.0,16,0.12,1514.19,9,4,2,5,0,115.79,25,22,0,1,133.66,0.0,0.5,0.4,0,4,1,359.28,0,0,0,0.0,0,1,5,0,0,5,0,4,97,1,False
119,81,62,6,14,4,24,120,10,55,8,0.11,2.0,54,0.57,11897.2,13,5,6,9,0,156.72,18,74,0,1,116.83,0.0,0.5,0.3,5,12,3,1703.39,0,0,0,0.0,1,1,16,0,1,8,0,7,370,1,False
100,45,34,0,13,0,42,219,10,54,8,0.14,1.12,25,0.21,2868.92,9,1,6,8,0,133.29,32,38,0,1,133.06,0.0,0.5,0.88,0,0,2,632.19,0,0,0,0.0,0,1,9,0,0,8,0,7,171,1,True
182,127,95,21,19,9,36,189,10,55,8,0.04,3.75,87,1.21,81845.2,15,7,3,8,0,102.05,35,123,0,1,101.82,0.0,0.5,0.18,1,20,12,3640.23,0,1,0,0.0,0,1,30,0,0,7,0,22,678,1,True
28,12,10,0,5,1,11,62,10,55,0,0.0,0.0,8,0.07,1166.7,5,5,1,0,0,171.0,2,10,0,1,171.0,0.0,0.5,0.0,0,0,0,199.17,0,0,0,0.0,0,1,0,0,0,0,0,2,50,1,False
72,32,24,0,8,0,32,184,10,55,5,0.25,1.4,16,0.14,2258.31,6,1,5,6,0,132.45,22,26,0,1,132.22,0.0,0.5,0.8,0,0,2,407.58,0,0,0,0.0,1,1,7,0,1,5,0,5,107,1,False
107,76,52,13,16,0,15,77,10,56,8,0.86,2.0,58,0.64,29680.2,9,1,2,8,0,111.21,5,73,0,1,111.21,0.0,0.5,0.25,3,14,4,1930.16,0,0,0,0.0,0,1,16,0,0,8,1,4,393,2,True
1248,906,581,159,121,67,221,866,10,56,42,0.02,4.26,563,8.26,347563.0,56,14,37,42,0,66.04,278,868,0,1,98.26,0.0,0.5,0.06,36,658,11,24778.2,8,7,0,0.0,0,1,179,0,0,35,0,257,4416,1,True
234,151,114,18,47,18,36,148,10,56,17,0.01,1.76,90,1.51,35448.8,43,26,10,17,0,158.54,44,140,0,1,118.66,0.0,0.0,0.05,5,58,3,4519.63,0,3,0,0.0,0,0,30,0,0,14,0,24,914,1,True
40,21,15,3,9,0,10,56,10,56,5,0.0,1.0,13,0.07,739.03,7,2,1,5,0,142.69,0,19,0,1,142.69,0.0,0.0,0.5,0,10,1,218.37,0,2,0,0.0,0,0,5,0,0,3,0,0,66,1,True
143,86,60,19,24,3,33,203,10,56,6,0.0,3.5,63,0.95,84884.9,6,0,5,6,0,121.34,22,80,0,1,100.72,0.0,0.0,0.0,3,6,15,2839.15,0,0,0,0.0,0,0,21,0,0,6,0,22,512,1,True
202,164,125,29,26,4,12,78,10,56,10,0.0,2.9,99,1.55,54799.1,10,0,10,10,0,105.72,4,130,0,1,105.72,0.0,0.5,0.0,7,10,6,4638.26,1,3,0,0.0,0,1,29,0,0,7,0,4,843,1,True
484,421,299,94,48,38,15,117,10,55,21,0.9,5.76,312,5.25,282019.0,22,1,18,21,0,135.22,43,402,0,1,95.34,0.0,0.5,0.14,16,66,19,15735.5,10,0,0,0.0,0,1,121,0,0,21,0,41,2733,1,True
106,76,54,19,16,2,14,84,10,56,4,0.0,2.5,27,0.42,10646.2,4,0,7,4,0,114.79,3,41,0,1,114.79,0.0,0.5,0.0,2,4,5,1249.92,1,0,0,0.0,0,1,10,0,0,4,0,3,255,1,True
439,391,278,74,31,86,17,198,10,55,19,0.07,5.47,309,4.85,213591.0,22,3,10,20,0,94.03,93,380,0,1,93.79,0.0,0.5,0.26,17,0,15,14553.7,14,0,0,0.0,1,1,104,0,1,19,0,89,2576,1,True
187,139,99,18,18,2,30,133,10,56,7,0.06,1.86,36,0.42,7168.99,10,3,23,7,0,121.08,6,59,0,1,121.08,0.0,0.0,0.38,1,0,3,1251.59,0,0,0,0.0,0,0,13,0,0,7,3,4,294,1,True
45,21,14,4,11,6,13,66,10,55,3,0.0,2.0,11,0.13,2794.09,3,0,2,3,0,150.28,9,18,0,1,129.66,0.0,0.5,0.0,0,3,4,389.14,5,1,0,0.0,0,1,6,0,0,2,0,7,92,1,True
27,9,8,0,8,0,10,56,10,56,5,0.0,1.0,6,0.02,112.68,5,0,1,5,0,160.35,0,7,0,1,160.35,0.0,0.0,0.0,0,5,1,69.95,0,3,0,0.0,0,0,5,0,0,2,0,0,30,1,True
19,6,5,0,3,0,10,56,10,56,1,0.0,1.0,2,0.01,51.0,1,0,2,1,0,146.32,0,3,0,1,146.32,0.0,0.0,0.0,0,1,1,34.0,0,0,0,0.0,0,0,1,0,0,1,0,0,13,1,True
408,343,227,64,38,27,27,165,10,56,22,0.04,3.5,218,2.9,195430.0,29,7,22,22,0,143.91,44,320,0,1,104.02,0.0,0.0,0.1,13,218,22,8710.13,0,2,0,0.0,0,0,77,0,0,20,0,39,1619,1,True
95,60,44,9,17,2,18,77,10,56,8,0.17,1.5,38,0.33,8420.95,14,6,4,8,0,174.65,10,55,0,1,124.65,0.0,0.0,0.31,2,8,5,984.42,0,4,0,0.0,0,0,12,0,0,4,1,3,221,1,True
96,71,54,13,14,6,11,66,10,56,4,0.0,4.25,46,0.68,20019.6,4,0,7,4,0,152.69,7,63,0,1,102.69,0.0,0.5,0.0,3,4,7,2032.25,1,0,0,0.0,0,1,17,0,0,4,0,7,390,1,True
177,135,95,23,24,10,18,87,10,55,22,0.04,3.5,218,2.9,195430.0,29,7,22,22,0,143.91,44,320,0,1,104.02,0.0,0.0,0.1,13,218,22,8710.13,0,2,0,0.0,0,0,77,0,0,20,0,39,1619,1,True
333,268,241,10,50,152,15,373,10,55,3,0.23,4.0,82,2.45,50526.0,16,13,15,3,0,36.46,157,252,0,1,84.01,0.0,0.0,0.23,3,6,6,7355.29,0,0,0,0.0,0,0,12,0,0,3,0,157,1062,1,True
172,139,100,27,20,25,13,86,10,55,10,0.0,4.3,104,1.45,49434.4,10,0,7,10,0,144.16,28,131,0,1,104.27,0.0,0.5,0.0,7,10,10,4353.41,11,1,0,0.0,0,1,43,0,0,9,0,26,831,2,True
38,17,12,2,8,2,13,62,10,55,3,0.0,1.33,9,0.07,1006.34,3,0,2,3,0,183.25,5,14,0,1,133.25,0.0,0.5,0.0,0,3,2,205.44,2,1,0,0.0,0,1,4,0,0,2,0,3,56,1,True
233,196,119,40,27,46,10,102,10,55,11,0.45,4.09,120,1.73,102089.0,13,2,6,11,0,102.37,46,182,0,1,102.13,0.0,0.5,0.09,8,29,20,5181.71,3,1,0,0.0,0,1,45,0,0,10,0,46,920,1,True
25,9,7,1,3,1,13,62,10,56,1,0.0,1.0,4,0.04,498.33,2,1,2,1,0,127.54,4,6,0,1,127.3,0.0,0.0,1.0,0,0,1,114.71,0,0,0,0.0,0,0,1,0,0,1,1,2,31,1,False
381,326,244,62,38,81,17,176,10,56,22,0.04,3.45,261,3.11,154074.0,32,10,7,22,0,101.82,88,318,0,1,101.59,0.0,0.0,0.14,19,106,14,9327.2,0,4,0,0.0,0,0,76,0,0,18,0,88,1769,1,True
88,64,47,13,10,2,14,84,10,56,2,0.0,3.0,22,0.28,8108.74,2,0,5,2,0,153.49,2,31,0,1,103.49,0.0,0.5,0.0,1,2,4,854.82,1,0,0,0.0,0,1,6,0,0,2,0,2,170,1,True
165,125,93,24,15,27,25,113,10,55,7,0.33,4.71,116,1.52,58038.1,8,1,3,7,0,62.65,42,121,0,1,94.87,0.0,0.5,0.71,5,0,7,4549.27,10,0,0,0.0,0,1,33,0,0,7,0,32,829,1,True
52,33,25,3,9,0,10,56,10,56,2,1.0,4.5,13,0.17,4392.47,3,1,5,2,0,115.31,0,27,0,1,115.31,0.0,0.0,0.5,1,2,7,501.1,0,1,0,0.0,0,0,9,0,0,1,0,0,109,1,True
347,263,186,52,56,10,28,104,10,56,26,0.04,2.62,177,2.3,89223.5,38,12,11,26,0,163.91,28,245,0,1,113.91,0.0,0.5,0.12,7,302,11,6900.45,0,3,0,0.0,0,1,68,0,0,23,0,16,1370,1,True
112,71,51,28,11,5,30,127,10,55,5,0.08,4.2,41,0.76,33948.5,8,3,9,5,0,88.93,25,61,0,1,106.81,0.0,0.0,0.27,2,13,7,2290.73,0,1,0,0.0,0,0,21,0,0,4,1,17,441,1,True
27,13,9,0,4,0,10,56,10,56,3,0.0,1.0,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0.0,0.5,0.0,0,3,1,126.81,2,0,0,0.0,0,1,3,0,0,3,0,0,39,1,True
164,124,87,18,23,9,17,84,10,56,16,0.03,1.62,73,0.88,21595.2,27,11,7,16,1,173.78,16,116,1,1,123.78,0.0,0.5,0.06,3,104,5,2649.77,2,3,0,0.0,0,1,26,0,0,13,0,12,587,1,True
123,104,102,0,9,1,10,60,9,53,0,0.0,0.0,100,1.35,35286.9,97,97,1,0,0,171.0,2,102,0,1,171.0,0.0,0.5,0.0,0,0,0,4044.32,0,0,0,0.0,0,1,0,0,0,0,0,2,602,1,True
34,15,11,0,4,0,15,64,10,56,3,0.0,1.0,9,0.06,609.59,3,0,1,3,0,185.03,5,13,0,1,135.03,0.0,0.5,0.0,0,3,1,174.22,2,0,0,0.0,0,1,3,0,0,3,0,2,51,1,True
27,13,9,0,4,0,10,56,10,56,3,0.0,1.0,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0.0,0.5,0.0,0,3,1,126.81,2,0,0,0.0,0,1,3,0,0,3,0,0,39,1,True
221,180,125,33,31,10,10,70,10,56,10,0.04,4.0,104,1.82,96587.8,15,5,15,11,0,152.0,10,164,0,1,102.0,0.0,0.5,0.24,2,34,14,5445.1,1,3,0,0.0,1,1,40,0,1,7,0,10,945,1,True
52,9,8,0,1,0,42,190,10,56,4,0.0,1.0,5,0.03,141.11,4,0,2,4,0,110.71,32,6,0,1,158.81,0.0,0.0,0.0,0,4,1,93.21,0,0,0,0.0,0,0,4,0,0,4,0,5,34,1,False
105,19,18,0,3,6,83,443,10,56,8,6.0,1.0,15,0.14,1659.94,14,6,2,8,0,102.76,79,16,0,1,152.75,0.0,0.0,0.0,0,8,1,418.23,0,2,0,0.0,0,0,8,0,0,6,0,21,113,1,True
47,7,6,0,2,0,38,199,10,56,3,0.0,1.0,4,0.02,68.92,3,0,1,3,0,110.28,28,5,0,1,160.28,0.0,0.0,0.0,0,3,1,46.46,0,1,0,0.0,0,0,3,0,0,2,0,4,20,1,False
26,4,3,0,2,0,20,95,10,56,1,0.0,1.0,2,0.01,30.51,1,0,0,1,0,99.6,10,3,0,1,148.08,0.0,0.0,0.0,0,1,1,25.51,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,False
58,8,7,0,3,0,47,258,10,56,4,0.0,1.0,5,0.02,68.19,4,0,1,4,0,111.3,37,6,0,1,161.3,0.0,0.5,0.0,0,4,1,50.09,0,0,0,0.0,0,1,4,0,0,4,0,5,23,1,False
66,8,7,0,2,0,56,345,10,56,4,0.0,1.0,5,0.02,91.82,4,0,1,4,0,116.16,46,6,0,1,160.28,0.0,0.0,0.0,0,4,1,66.38,0,0,0,0.0,0,0,4,0,0,4,0,5,27,1,False
30,4,3,0,2,0,24,129,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,126.67,14,3,0,1,146.81,0.0,0.0,0.0,0,1,1,26.09,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,False
