LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
24,11,8,0,3,0,10,54,10,54,2,0.0,1.0,5,0.04,362.1,2,0,2,2,0,141.99,0,8,0,1,141.99,0,0.5,0.0,0,2,1,117.51,0,0,0,0,0,1,2,0,0,2,0,0,34,1,False
250,143,103,35,25,6,82,396,10,55,16,0.08,2.56,104,1.37,66537.7,22,6,8,16,0,113.49,78,134,0,1,113.26,0,0.5,0.09,3,98,10,4115.03,1,8,0,0,0,1,41,0,0,8,0,22,838,2,True
373,212,153,46,39,13,122,827,10,55,15,0.21,3.8,172,3.11,220755.0,16,1,12,15,0,50.92,125,199,0,1,99.03,0,0.0,0.8,13,0,14,9344.32,0,5,0,0,0,0,57,0,0,10,4,59,1628,1,True
364,215,157,44,35,15,114,824,10,55,14,0.23,4.0,176,3.14,209349.0,15,1,12,14,0,49.44,119,202,0,1,97.55,0,0.0,0.79,12,0,14,9426.17,0,4,0,0,0,0,56,0,0,10,4,61,1643,1,True
77,57,45,7,6,2,14,77,10,55,4,0.22,2.5,33,0.39,11161.2,7,3,8,4,0,159.97,6,48,0,1,109.97,0,0.0,0.5,0,2,4,1160.99,0,2,0,0,0,0,10,0,0,2,0,4,242,1,False
1207,900,751,83,75,111,232,1365,10,55,61,0.03,2.67,781,13.04,531997.0,80,19,10,61,1,81.61,333,889,1,1,99.49,0,0.5,0.08,43,1516,11,39130.5,12,4,0,0,0,1,163,0,0,57,0,199,6735,1,True
19,7,6,0,2,0,10,54,10,54,1,0.0,1.0,2,0.02,132.26,1,0,3,1,0,143.06,0,3,0,1,143.06,0,0.0,0.0,0,1,1,56.11,0,1,0,0,0,0,1,0,0,0,0,0,17,1,False
955,685,551,106,92,69,178,895,10,55,47,0.02,2.85,567,9.25,421231.0,61,14,9,47,0,81.51,237,640,0,1,99.38,0,0.5,0.09,38,583,11,27747.4,7,13,0,0,0,1,134,0,0,34,0,111,4874,1,True
184,91,71,7,21,3,72,244,10,55,11,0.03,1.73,75,0.89,28995.3,18,7,3,11,0,97.04,65,87,0,1,114.91,0,0.5,0.17,3,29,4,2683.69,1,0,0,0,0,1,19,0,0,11,0,22,536,1,True
88,65,48,15,15,2,8,57,8,54,13,0.06,1.23,40,0.37,6266.23,17,4,7,13,1,132.03,2,56,1,1,132.03,0,0.0,0.31,1,0,2,1117.61,0,7,0,0,0,0,16,0,0,6,0,2,279,1,False
106,71,48,25,25,5,10,60,10,55,12,0.16,1.83,47,0.45,12105.7,17,5,0,12,1,129.41,5,70,1,1,129.41,0,0.0,0.35,1,16,6,1336.48,0,7,0,0,0,0,22,0,0,5,0,5,336,1,False
239,202,164,20,22,72,15,141,10,55,14,0.28,2.43,167,2.58,115528.0,17,3,9,15,1,83.23,77,192,1,1,101.11,1,0.33,0.6,11,0,6,7734.7,6,1,0,0,1,1,34,1,1,13,1,74,1432,1,True
544,353,283,34,65,72,126,811,10,55,28,0.06,2.68,282,4.57,243383.0,52,24,7,30,1,70.23,188,345,1,1,102.45,0,0.5,0.1,17,310,12,13717.5,3,3,0,0,2,1,75,0,2,25,0,113,2430,1,True
55,32,31,0,12,29,11,86,10,54,0,0.0,0.0,30,0.54,9956.61,29,29,0,0,0,171.0,30,31,0,1,171.0,0,0.0,0.0,0,0,0,1631.78,0,0,0,0,0,0,0,0,0,0,0,30,269,1,True
99,71,70,0,8,48,20,141,10,55,0,0.0,0.0,69,1.48,22861.6,68,68,0,0,0,171.0,58,70,0,1,171.0,0,0.0,0.0,0,0,0,4428.93,0,0,0,0,0,0,0,0,0,0,0,56,616,1,True
118,94,93,0,6,91,18,173,10,55,0,0.0,0.0,92,2.08,32502.9,91,91,0,0,0,171.0,99,93,0,1,171.0,0,0.0,0.0,0,0,0,6236.22,0,0,0,0,0,0,0,0,0,0,0,97,823,1,True
204,159,124,27,29,24,16,159,10,55,13,0.08,2.85,127,1.93,87855.4,23,10,6,13,0,144.89,30,152,0,1,105.01,0,0.5,0.17,7,42,8,5803.82,3,0,0,0,0,1,37,0,0,13,0,30,1069,1,True
142,111,89,7,17,4,14,114,10,55,12,0.0,1.75,90,1.07,33732.7,19,7,8,12,1,112.19,8,102,1,1,112.19,0,0.5,0.14,1,50,4,3195.76,5,0,0,0,0,1,21,0,0,12,0,8,609,1,True
287,240,194,31,36,41,11,154,10,55,16,0.07,3.19,230,3.78,261932.0,20,4,5,16,0,134.68,42,234,0,1,94.8,0,0.5,0.19,10,84,8,11333.2,1,0,0,0,0,1,51,0,0,16,0,42,2021,1,True
162,115,88,14,21,19,26,202,10,55,11,0.02,2.45,90,1.14,42966.0,16,5,5,11,0,129.44,35,109,0,1,108.82,0,0.5,0.18,8,41,9,3416.87,4,0,0,0,0,1,27,0,0,11,0,30,668,1,True
121,54,38,23,10,4,57,344,10,55,8,0.43,2.12,31,0.4,11499.2,10,2,3,10,0,95.94,51,50,0,1,128.16,0,0.0,0.12,1,14,4,1212.07,0,4,0,0,2,0,17,0,2,4,0,15,285,1,False
20,8,6,1,2,0,10,55,10,55,1,0.0,1.0,3,0.02,126.12,1,0,2,1,0,136.66,0,5,0,1,136.66,0,0.5,0.0,0,1,1,47.21,1,1,0,0,0,1,1,0,0,0,0,0,16,1,False
89,59,50,7,11,4,19,92,10,55,3,1.0,3.0,36,0.7,29096.1,4,1,9,3,0,99.33,13,49,0,1,99.1,0,0.5,0.0,1,3,7,2104.64,1,1,0,0,0,1,9,0,0,2,3,8,352,1,True
153,117,84,34,12,9,24,172,10,55,6,0.4,5.0,83,1.46,74580.4,8,2,8,6,0,117.45,23,108,0,1,96.83,0,0.5,0.17,2,14,9,4370.24,2,3,0,0,0,1,30,0,0,3,3,18,773,1,True
65,42,34,6,8,0,15,94,10,55,5,0.0,1.6,29,0.28,8228.58,7,2,6,5,0,169.49,5,35,0,1,119.49,0,0.5,0.5,1,7,3,828.58,0,4,0,0,0,1,8,0,0,1,2,2,187,1,True
158,103,80,20,19,6,36,278,10,55,6,0.05,3.67,81,1.08,58912.2,10,4,9,6,1,79.84,32,93,1,1,97.71,0,0.5,0.29,2,6,10,3240.87,0,2,0,0,0,1,22,0,0,4,2,19,559,1,True
408,329,249,71,37,14,42,192,10,54,30,0.1,2.63,246,3.56,150167.0,35,5,13,30,0,157.96,46,315,0,1,107.96,0,0.0,0.11,13,254,11,10671.9,0,8,0,0,0,0,79,0,0,22,2,30,2075,1,True
63,48,36,11,5,3,10,57,10,54,3,0.0,3.67,32,0.43,18697.3,3,0,5,3,0,153.52,3,42,0,1,103.52,0,0.0,0.0,2,3,5,1301.28,0,3,0,0,0,0,11,0,0,0,0,3,255,1,False
115,93,72,21,11,5,11,78,10,54,6,0.8,3.67,80,1.36,71503.0,7,1,8,6,0,147.05,6,84,0,1,97.05,0,0.5,0.33,2,10,5,4068.76,4,2,0,0,0,1,22,0,0,4,0,6,751,1,True
63,41,32,10,12,8,10,72,10,54,2,1.0,6.5,28,0.49,26295.3,3,1,3,2,0,95.62,8,37,0,1,95.38,0,0.0,0.5,0,2,8,1479.76,0,2,0,0,0,0,13,0,0,0,1,8,288,1,True
40,20,15,2,5,0,15,101,10,55,3,0.0,1.33,15,0.15,2302.0,4,1,2,4,0,172.14,5,17,0,1,122.14,0,0.0,1.0,0,0,2,441.58,0,1,0,0,1,0,4,0,1,2,1,5,105,1,False
44,28,23,1,5,4,11,73,10,55,2,0.0,2.0,16,0.19,5365.16,2,0,8,2,0,150.04,5,19,0,1,110.15,0,0.5,0.0,0,2,3,570.3,1,0,0,0,0,1,4,0,0,2,0,5,116,1,True
477,331,232,95,41,13,105,533,10,55,21,0.0,4.29,273,3.83,213538.0,21,0,9,21,1,79.68,107,307,1,1,97.56,0,0.0,0.0,5,21,10,11485.4,0,16,0,0,0,0,90,0,0,5,1,40,2138,2,True
89,42,33,0,10,0,37,172,10,55,6,0.2,1.17,23,0.2,2904.24,7,1,7,6,0,132.26,27,34,0,1,132.02,0,0.5,0.83,0,0,2,593.83,0,0,0,0,0,1,7,0,0,6,0,6,156,1,True
285,175,136,17,23,15,87,254,10,55,19,0.01,1.89,130,1.57,48606.5,29,10,9,19,0,115.23,92,165,0,1,114.99,0,0.5,0.11,9,207,4,4702.89,0,4,0,0,0,1,36,0,0,15,2,35,934,1,False
151,53,38,0,16,0,82,466,10,55,13,0.25,1.08,30,0.25,2930.52,14,1,6,14,0,123.35,72,46,0,1,141.22,0,0.5,0.77,1,0,2,745.9,0,0,0,0,1,1,14,0,1,13,0,13,209,1,True
76,31,23,0,9,0,36,232,10,55,6,0.2,1.17,16,0.13,1768.85,7,1,5,7,0,140.52,26,25,0,1,140.29,0,0.5,0.83,0,0,2,386.0,0,0,0,0,1,1,7,0,1,6,0,6,107,1,True
131,50,36,0,15,0,66,385,10,55,11,0.1,1.18,28,0.21,2631.18,12,1,5,11,0,123.13,56,44,0,1,141.0,0,0.5,0.91,0,0,2,643.85,0,0,0,0,0,1,13,0,0,11,0,12,178,1,True
79,47,37,4,9,4,23,130,10,55,5,0.15,1.8,34,0.41,12923.5,10,5,2,5,0,135.58,17,44,0,1,114.97,0,0.5,0.32,2,10,5,1223.91,1,0,0,0,0,1,9,0,0,5,0,7,276,1,True
262,188,148,31,28,14,46,290,10,55,9,0.08,4.56,146,2.14,211002.0,23,14,4,10,0,73.45,50,183,0,1,91.32,0,0.5,0.14,2,24,17,6424.03,0,1,0,0,1,1,41,0,1,8,0,29,1137,1,True
112,74,57,4,12,4,26,141,10,55,8,0.04,1.75,49,0.5,9851.87,12,4,6,9,0,157.39,20,67,0,1,117.51,0,0.5,0.28,5,12,3,1499.63,0,0,0,0,1,1,14,0,1,8,0,9,333,1,True
161,108,81,16,18,6,35,168,10,55,8,0.04,3.12,73,0.97,49429.5,15,7,3,8,0,125.91,31,104,0,1,105.29,0,0.5,0.18,2,20,7,2923.65,0,1,0,0,0,1,25,0,0,7,0,18,574,1,True
72,33,25,0,7,0,32,184,10,55,5,0.25,1.4,16,0.14,2322.26,6,1,6,6,0,132.36,22,26,0,1,132.12,0,0.5,0.8,0,0,2,418.17,0,0,0,0,1,1,7,0,1,5,0,5,109,1,True
107,76,52,13,16,0,15,77,10,56,8,0.86,2.0,58,0.64,29680.2,9,1,2,8,0,111.21,5,73,0,1,111.21,0,0.5,0.25,3,14,4,1930.16,0,0,0,0,0,1,16,0,0,8,1,4,393,2,False
177,132,94,16,26,16,19,109,10,56,14,0.03,1.29,89,1.23,28083.1,40,26,2,14,0,165.91,25,129,0,1,115.91,0,0.0,0.07,1,54,3,3681.99,0,3,0,0,0,0,18,0,0,11,0,18,745,1,True
40,21,15,3,9,0,10,56,10,56,5,0.0,1.0,13,0.07,739.03,7,2,1,5,0,142.69,0,19,0,1,142.69,0,0.0,0.5,0,10,1,218.37,0,2,0,0,0,0,5,0,0,3,0,0,66,1,False
144,87,61,19,24,4,33,204,10,56,6,1.0,3.5,65,0.98,87218.5,7,1,4,6,0,121.25,23,82,0,1,100.63,0,0.0,0.17,3,10,15,2928.02,0,0,0,0,0,0,21,0,0,6,0,23,528,1,False
352,285,198,52,47,12,20,154,10,56,17,0.06,3.0,165,2.63,116008.0,23,6,12,17,0,154.96,19,246,0,1,104.96,0,0.5,0.11,9,93,11,7895.08,2,4,0,0,0,1,51,0,0,13,0,19,1419,1,True
322,276,154,49,30,23,16,116,10,56,13,0.19,2.92,129,1.75,63527.1,17,4,10,13,0,156.11,24,216,0,1,106.11,0,0.5,0.08,8,46,6,5242.68,1,0,0,0,0,1,38,0,0,13,0,24,1017,1,False
22,6,5,0,3,0,13,59,10,56,1,0.0,1.0,2,0.01,51.0,1,0,2,1,0,166.94,3,3,0,1,146.32,0,0.0,0.0,0,1,1,34.0,0,0,0,0,0,0,1,0,0,1,0,1,13,1,False
23,8,7,0,5,0,10,56,10,56,2,0.0,1.0,3,0.04,172.06,2,0,3,2,0,155.76,0,4,0,1,155.76,0,0.0,0.0,0,2,1,114.71,0,0,0,0,0,0,2,0,0,2,0,0,32,1,True
122,96,65,10,16,0,10,56,10,56,16,0.02,1.62,53,0.59,9761.13,20,4,5,16,0,131.16,0,86,0,1,131.16,0,0.5,0.27,4,42,3,1755.55,0,0,0,0,0,1,26,0,0,16,0,0,414,1,False
163,116,88,14,21,2,26,86,10,56,12,0.16,2.17,78,1.09,34137.6,19,7,8,13,0,164.6,18,107,0,1,114.6,0,0.5,0.29,1,32,5,3269.63,0,3,0,0,1,1,26,0,1,9,0,7,652,1,False
48,20,15,1,7,2,21,97,10,56,4,0.0,1.0,12,0.1,1491.04,6,2,2,4,0,153.57,13,17,0,1,132.95,0,0.0,0.5,0,6,1,287.73,0,0,0,0,0,0,4,0,0,4,1,4,77,1,False
1065,937,526,170,69,171,59,468,10,56,2,0.0,1.0,3,0.04,172.06,2,0,3,2,1,155.76,0,4,1,1,155.76,0,0.0,0.0,0,2,1,114.71,0,0,0,0,0,0,2,0,0,2,0,0,32,1,True
190,162,91,24,14,17,14,99,10,56,8,0.43,2.5,75,0.96,30970.8,10,2,7,8,0,146.83,18,127,0,1,106.94,0,0.5,0.12,4,14,5,2878.92,1,0,0,0,0,1,20,0,0,8,0,18,566,1,False
70,46,35,3,11,0,13,62,10,56,4,1.0,3.0,21,0.27,6681.4,5,1,7,4,0,119.3,3,38,0,1,119.3,0,0.0,0.25,2,6,6,818.9,0,1,0,0,0,0,12,0,0,3,0,1,176,1,True
27,13,9,0,4,0,10,56,10,56,3,0.0,1.0,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0,0.5,0.0,0,3,1,126.81,2,0,0,0,0,1,3,0,0,3,0,0,39,1,False
159,126,87,20,18,9,15,103,10,56,17,0.07,1.65,74,0.95,24118.7,27,10,5,17,1,123.61,14,120,1,1,123.61,0,0.5,0.04,4,84,5,2840.03,1,6,0,0,0,1,28,0,0,11,0,14,631,1,False
34,15,11,0,4,0,15,64,10,56,3,0.0,1.0,9,0.06,609.59,3,0,1,3,0,185.03,5,13,0,1,135.03,0,0.5,0.0,0,3,1,174.22,2,0,0,0,0,1,3,0,0,3,0,2,51,1,False
27,13,9,0,4,0,10,56,10,56,3,0.0,1.0,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0,0.5,0.0,0,3,1,126.81,2,0,0,0,0,1,3,0,0,3,0,0,39,1,False
278,221,154,38,36,12,21,146,10,56,11,0.04,3.82,111,1.88,103091.0,16,5,16,12,0,152.11,19,177,0,1,102.11,0,0.5,0.24,2,35,15,5651.36,1,3,0,0,1,1,42,0,1,8,0,13,978,1,True
52,9,8,0,1,0,42,191,10,56,4,0.0,1.0,5,0.03,141.11,4,0,2,4,0,110.71,32,6,0,1,158.81,0,0.0,0.0,0,4,1,93.21,0,0,0,0,0,0,4,0,0,4,0,5,34,1,False
99,19,18,0,3,6,77,377,10,56,8,6.0,1.0,15,0.14,1659.94,14,6,2,8,0,102.76,73,16,0,1,152.75,0,0.0,0.0,0,8,1,418.23,0,2,0,0,0,0,8,0,0,6,0,21,113,1,False
47,7,6,0,2,0,38,199,10,56,3,0.0,1.0,4,0.02,68.92,3,0,1,3,0,110.28,28,5,0,1,160.28,0,0.0,0.0,0,3,1,46.46,0,1,0,0,0,0,3,0,0,2,0,4,20,1,False
26,4,3,0,2,0,20,95,10,56,1,0.0,1.0,2,0.01,30.51,1,0,0,1,0,99.6,10,3,0,1,148.08,0,0.0,0.0,0,1,1,25.51,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
58,8,7,0,3,0,47,258,10,56,4,0.0,1.0,5,0.02,68.19,4,0,1,4,0,111.3,37,6,0,1,161.3,0,0.5,0.0,0,4,1,50.09,0,0,0,0,0,1,4,0,0,4,0,5,23,1,False
66,8,7,0,2,0,56,345,10,56,4,0.0,1.0,5,0.02,91.82,4,0,1,4,0,116.16,46,6,0,1,160.28,0,0.0,0.0,0,4,1,66.38,0,0,0,0,0,0,4,0,0,4,0,5,27,1,False
30,4,3,0,2,0,24,129,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,126.67,14,3,0,1,146.81,0,0.0,0.0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
41,7,6,0,2,1,32,154,10,56,2,1.0,1.0,4,0.03,210.82,3,1,1,2,0,99.71,23,5,0,1,143.84,0,0.0,0.0,0,2,1,80.58,0,1,0,0,0,0,2,0,0,1,0,5,26,1,False
135,17,14,0,1,0,117,747,10,56,9,0.0,1.0,10,0.06,305.11,9,0,3,9,0,114.82,107,13,0,1,158.95,0,0.0,0.0,0,9,1,175.0,0,1,0,0,0,0,9,0,0,8,0,10,64,1,False
81,13,12,0,1,0,67,349,10,56,6,4.0,1.0,11,0.06,486.32,10,4,0,6,0,105.97,57,12,0,1,155.97,0,0.0,0.0,0,6,1,186.86,0,4,0,0,0,0,6,0,0,2,0,11,60,1,False
31,4,3,0,2,0,25,126,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,136.67,15,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
60,8,6,0,2,0,50,247,10,56,4,0.0,1.0,5,0.04,184.76,4,0,0,4,0,109.42,40,7,0,1,157.89,0,0.0,0.0,0,4,1,111.93,0,0,0,0,0,0,4,0,0,4,0,5,38,1,False
57,7,6,0,1,0,49,275,10,56,3,0.0,1.0,4,0.02,75.5,3,0,1,3,0,130.59,39,5,0,1,159.97,0,0.0,0.0,0,3,1,60.67,0,0,0,0,0,0,3,0,0,3,0,4,24,1,False
62,11,10,0,1,0,50,233,10,56,5,3.0,1.0,9,0.05,334.21,8,3,0,5,0,108.52,40,10,0,1,156.63,0,0.0,0.0,0,5,1,135.94,0,1,0,0,0,0,5,0,0,4,0,9,46,1,False
31,4,3,0,2,0,25,144,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,136.67,15,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
35,5,4,0,1,0,29,160,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,110.22,19,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,0,0,0,0,0,2,0,0,2,0,3,14,1,False
35,5,4,0,1,0,29,167,10,56,1,0.0,1.0,2,0.01,39.0,1,0,1,1,0,173.52,19,3,0,1,147.24,0,0.0,0.0,0,1,1,34.0,0,0,0,0,0,0,1,0,0,1,0,2,13,1,False
106,42,32,6,1,0,63,211,10,56,6,4.0,1.0,11,0.06,486.32,10,4,0,6,1,105.97,57,12,1,1,155.97,0,0.0,0.0,0,6,1,186.86,0,4,0,0,0,0,6,0,0,2,0,11,60,1,False
83,13,12,0,3,1,67,311,10,56,8,1.0,1.0,10,0.07,384.73,9,1,1,8,0,115.46,58,11,0,1,157.75,0,0.0,0.0,0,8,1,211.4,0,0,0,0,0,0,8,0,0,8,0,11,71,1,False
37,3,2,0,2,0,32,230,10,56,0,0.0,0.0,1,0.01,31.02,0,0,0,0,0,171.0,22,2,0,1,171.0,0,0.0,0.0,0,0,0,15.51,0,0,0,0,0,0,0,0,0,0,0,1,6,1,False
48,7,6,0,2,0,39,159,10,56,4,0.0,1.0,5,0.02,62.02,4,0,0,4,0,119.33,29,6,0,1,161.63,0,0.0,0.0,0,4,1,57.02,0,0,0,0,0,0,4,0,0,4,0,5,25,1,False
73,13,12,0,2,3,58,329,10,56,6,3.0,1.0,10,0.06,490.13,9,3,1,6,0,107.84,51,11,0,1,155.94,0,0.0,0.0,0,6,1,193.67,0,2,0,0,0,0,6,0,0,4,0,13,61,1,False
42,4,3,0,3,0,35,225,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,196.81,25,3,0,1,146.81,0,0.0,0.0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
77,16,15,0,5,6,56,244,10,56,0,0.0,0.0,13,0.14,1907.34,12,12,0,0,0,171.0,52,15,0,1,171.0,0,0.0,0.0,0,0,0,418.68,0,0,0,0,0,0,0,0,0,0,0,19,83,1,False
40,7,6,0,4,1,29,137,10,56,2,1.0,1.0,4,0.03,178.92,3,1,1,2,0,95.93,20,5,0,1,144.4,0,0.0,0.0,0,2,1,76.97,0,1,0,0,0,0,2,0,0,1,0,5,25,1,False
38,7,6,0,2,1,29,137,10,56,2,1.0,1.0,4,0.03,178.92,3,1,1,2,0,95.93,20,5,0,1,144.4,0,0.0,0.0,0,2,1,76.97,0,1,0,0,0,0,2,0,0,1,0,5,25,1,False
155,24,23,0,8,5,123,580,10,56,14,5.0,1.0,20,0.15,1055.25,19,5,2,14,0,108.11,118,21,0,1,156.22,0,0.0,0.0,0,14,1,442.85,0,3,0,0,0,0,14,0,0,11,0,25,136,1,False
96,15,14,0,3,3,78,411,10,56,8,3.0,1.0,12,0.07,514.53,11,3,1,8,1,108.65,71,13,1,1,156.76,0,0.0,0.0,0,8,1,212.49,0,3,0,0,0,0,8,0,0,5,0,15,70,1,False
46,9,8,0,3,1,34,192,10,56,3,1.0,1.0,5,0.03,202.57,4,1,2,3,0,108.49,25,6,0,1,156.59,0,0.0,0.0,0,3,1,90.19,0,2,0,0,0,0,3,0,0,1,0,6,30,1,False
50,9,8,0,2,1,39,195,10,56,3,1.0,1.0,5,0.03,202.57,4,1,2,3,0,108.12,30,6,0,1,156.59,0,0.0,0.0,0,3,1,90.19,0,2,0,0,0,0,3,0,0,1,0,6,30,1,False
60,10,9,0,2,2,48,245,10,56,4,2.0,1.0,7,0.05,345.0,6,2,1,4,0,107.28,40,8,0,1,155.76,0,0.0,0.0,0,4,1,140.15,0,0,0,0,0,0,4,0,0,4,0,9,44,1,True
135,21,20,0,9,6,105,506,10,56,11,6.0,1.0,18,0.13,1072.42,17,6,1,11,0,105.34,101,19,0,1,155.34,0,0.0,0.0,0,11,1,389.15,0,3,0,0,0,0,11,0,0,8,0,24,115,1,False
35,4,3,0,1,0,30,220,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,180.2,20,3,0,1,146.81,0,0.0,0.0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
114,18,17,0,3,0,93,513,10,56,11,0.0,1.0,12,0.04,155.45,11,0,4,11,0,119.65,83,13,0,1,161.94,0,0.0,0.0,0,11,1,132.99,0,1,0,0,0,0,11,0,0,10,0,12,58,1,False
30,5,4,0,2,0,23,102,10,56,2,0.0,1.0,3,0.01,52.19,2,0,0,2,0,127.62,13,4,0,1,159.84,0,0.0,0.0,0,2,1,34.09,0,0,0,0,0,0,2,0,0,2,0,3,15,1,False
98,17,16,0,7,1,74,380,10,56,11,1.0,1.0,13,0.06,284.65,12,1,2,11,1,142.0,65,14,1,1,159.87,0,0.0,0.0,0,11,1,167.63,0,4,0,0,0,0,11,0,0,7,0,13,66,1,False
78,12,11,0,3,1,63,292,10,56,7,1.0,1.0,9,0.06,353.14,8,1,1,7,0,115.3,54,10,0,1,157.59,0,0.0,0.0,0,7,1,193.01,0,0,0,0,0,0,7,0,0,7,0,10,64,1,False
61,11,10,0,2,2,48,247,10,56,4,2.0,1.0,7,0.05,345.0,6,2,2,4,0,107.28,40,8,0,1,155.76,0,0.0,0.0,0,4,1,140.15,0,1,0,0,0,0,4,0,0,3,0,9,44,1,False
34,5,4,0,2,0,27,138,10,56,2,0.0,1.0,3,0.01,59.7,2,0,0,2,0,111.28,17,4,0,1,159.39,0,0.0,0.0,0,2,1,41.6,0,0,0,0,0,0,2,0,0,2,0,3,17,1,False
53,6,5,0,2,0,45,297,10,56,2,0.0,1.0,3,0.01,60.92,2,0,1,2,0,168.45,35,4,0,1,159.32,0,0.0,0.0,0,2,1,38.46,0,1,0,0,0,0,2,0,0,1,0,3,16,1,False
150,119,76,23,20,2,11,60,10,56,20,0.05,1.5,74,0.69,14782.5,26,6,7,20,0,130.52,3,111,0,1,130.52,0,0.5,0.12,1,170,4,2069.78,0,2,0,0,0,1,30,0,0,18,3,3,493,2,True
