LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
56,29,20,3,6,14,21,97,10,54,2,0.0,2.5,16,0.29,6424.73,2,0,0,2,0,71.92,25,28,0,1,109.49,0,0.5,0.0,0,2,4,870.36,0,0,0,0.0,0,1,5,0,0,2,0,15,175,1,False
62,35,26,3,7,14,20,94,10,54,2,1.33,2.5,22,0.33,7653.56,5,3,0,2,0,66.17,24,34,0,1,103.73,0,0.5,1.0,0,2,4,994.19,0,0,0,0.0,0,1,5,0,0,2,0,15,203,1,False
81,57,42,9,10,1,14,71,10,54,6,0.2,2.0,34,0.38,10905.3,8,2,4,6,0,119.1,5,52,0,1,119.1,0,0.0,0.33,2,10,6,1133.05,0,1,0,0.0,0,0,12,0,0,5,1,5,247,1,True
682,555,440,81,92,83,35,386,10,55,40,0.05,3.4,477,9.16,524789.0,67,27,9,41,0,139.33,108,545,0,1,99.44,0,0.5,0.09,25,784,21,27490.5,4,7,0,0.0,1,1,136,0,1,33,0,101,4842,1,True
119,89,72,6,19,4,11,73,10,55,13,0.08,1.31,73,0.84,25238.6,19,6,2,13,0,118.97,5,86,0,1,118.97,0,0.5,0.24,4,73,4,2505.5,1,2,0,0.0,0,1,17,0,0,11,0,5,531,1,False
195,151,105,35,26,0,18,140,10,55,14,0.31,2.0,90,1.04,26148.6,15,1,4,15,0,116.05,5,98,0,1,116.05,0,0.0,0.71,2,0,4,3114.67,0,8,0,0.0,1,0,28,0,1,6,1,5,664,1,True
489,398,298,65,44,52,47,344,10,56,22,0.06,4.59,276,4.39,258089.0,36,14,2,22,0,98.58,89,395,0,1,98.35,0,0.0,0.13,15,54,15,13157.0,0,1,0,0.0,0,0,101,0,0,21,1,77,2394,1,True
25,11,8,0,4,0,10,54,10,54,2,0.0,1.0,5,0.04,362.1,2,0,2,2,0,141.99,0,8,0,1,141.99,0,0.5,0.0,0,2,1,117.51,0,0,0,0.0,0,1,2,0,0,2,0,0,34,1,False
39,33,26,8,6,5,0,6,0,0,3,0.0,2.0,25,0.34,13005.6,3,0,3,3,0,158.51,5,29,0,1,108.51,0,0.0,0.0,1,3,3,1023.12,0,2,0,0.0,0,0,6,0,0,1,1,5,204,1,False
263,163,115,40,30,6,70,311,10,55,18,0.07,2.61,118,1.59,91161.7,25,7,5,18,0,133.2,66,157,0,1,112.58,0,0.5,0.08,2,142,11,4756.43,1,6,0,0.0,0,1,47,0,0,12,0,22,968,2,False
384,220,159,48,42,11,122,822,10,55,15,0.21,3.93,181,3.26,233735.0,16,1,13,15,0,49.31,123,206,0,1,97.41,0,0.0,0.8,13,0,15,9783.12,0,5,0,0.0,0,0,59,0,0,10,4,57,1693,1,False
577,390,287,88,59,23,128,958,10,55,19,0.0,4.68,282,4.91,307989.0,23,4,15,19,0,62.52,128,335,0,1,94.74,0,0.0,0.25,15,0,17,14719.6,0,5,0,0.0,0,0,89,0,0,14,4,71,2560,1,True
79,58,45,8,7,1,14,77,10,56,4,0.22,2.75,33,0.4,12543.3,7,3,8,4,0,159.55,5,49,0,1,109.55,0,0.0,0.5,0,2,4,1208.37,0,2,0,0.0,0,0,11,0,0,2,0,3,249,1,False
1788,1392,1137,159,126,102,270,1686,10,55,72,0.03,3.75,1147,21.59,1295340.0,105,33,16,72,1,75.44,362,1375,1,1,93.32,0,0.5,0.06,46,2418,28,64779.5,15,6,0,0.0,0,1,270,0,0,66,0,221,10451,1,True
20,7,6,0,3,0,10,54,10,54,1,0.0,1.0,2,0.02,132.26,1,0,3,1,0,143.06,0,3,0,1,143.06,0,0.0,0.0,0,1,1,56.11,0,1,0,0.0,0,0,1,0,0,0,0,0,17,1,False
1293,954,752,169,140,75,199,1035,10,55,53,0.02,3.79,766,13.76,841140.0,71,18,10,54,0,95.1,264,903,0,1,94.86,0,0.5,0.08,37,762,20,41279.0,7,16,0,0.0,1,1,201,0,1,37,0,132,6873,1,True
472,329,262,30,54,11,89,375,10,55,29,0.03,2.0,259,3.48,148959.0,46,17,10,29,0,128.55,90,307,0,1,107.93,0,0.5,0.09,13,315,7,10441.3,3,3,0,0.0,0,1,58,0,0,26,0,44,1929,1,True
115,85,62,20,19,2,11,68,10,56,15,0.06,1.47,53,0.48,8635.23,20,5,6,15,1,131.38,3,77,1,1,131.38,0,0.0,0.25,1,42,3,1447.02,0,7,0,0.0,0,0,22,0,0,8,0,3,355,1,True
22,9,6,1,2,1,11,57,10,54,2,1.0,1.0,5,0.03,452.26,3,1,0,3,0,191.23,2,8,0,1,141.23,0,0.0,0.0,0,2,1,100.62,0,0,0,0.0,1,0,2,0,1,2,0,2,31,1,False
107,71,48,25,26,5,10,60,10,55,12,0.16,1.83,47,0.45,12105.7,17,5,0,12,1,129.41,5,70,1,1,129.41,0,0.0,0.35,1,16,6,1336.48,0,7,0,0.0,0,0,22,0,0,5,0,5,336,1,False
267,214,168,38,29,27,24,161,10,54,10,0.07,5.1,171,2.89,277084.0,18,8,7,10,0,89.98,41,206,0,1,89.74,0,0.5,0.19,2,30,28,8668.11,4,0,0,0.0,0,1,51,0,0,10,0,39,1318,1,True
243,205,166,21,23,70,15,139,10,55,14,0.28,2.5,168,2.65,128755.0,17,3,10,15,1,81.45,75,194,1,1,99.32,1,0.33,0.6,11,0,7,7940.19,6,1,0,0.0,1,1,35,1,1,13,1,72,1458,1,True
133,73,61,6,15,15,45,294,11,64,5,0.15,3.0,58,0.97,42790.1,10,5,7,5,0,50.94,49,65,0,1,100.93,0,0.0,0.32,1,2,5,2910.72,0,0,0,0.0,0,0,15,0,0,5,2,20,541,1,False
184,118,103,6,19,42,47,342,11,67,8,0.19,2.75,100,2.0,82582.2,23,15,5,8,0,48.91,78,112,0,1,98.9,0,0.0,0.23,4,10,7,5993.96,0,0,0,0.0,0,0,22,0,0,8,1,49,1084,1,True
628,413,329,49,71,20,144,868,10,55,31,0.04,2.68,321,5.07,237979.0,52,21,11,34,1,103.11,154,401,1,1,102.88,0,0.5,0.08,17,414,10,15211.9,3,2,0,0.0,3,1,83,0,3,29,0,76,2687,1,True
85,42,31,9,9,0,34,157,11,63,4,0.0,2.5,29,0.34,10297.6,5,1,3,4,0,94.53,23,38,0,1,112.41,0,0.0,1.0,1,0,4,1009.88,0,2,0,0.0,0,0,10,0,0,2,1,5,208,1,False
72,46,45,0,15,43,11,101,10,55,0,0.0,0.0,44,0.87,15749.5,43,43,0,0,0,171.0,44,45,0,1,171.0,0,0.0,0.0,0,0,0,2595.09,0,0,0,0.0,0,0,0,0,0,0,0,44,395,1,True
116,80,79,0,13,55,23,158,10,55,0,0.0,0.0,78,1.71,26523.0,77,77,0,0,0,171.0,68,79,0,1,171.0,0,0.0,0.0,0,0,0,5128.21,0,0,0,0.0,0,0,0,0,0,0,0,66,697,1,True
153,123,122,0,9,120,21,211,10,55,0,0.0,0.0,121,2.88,45050.8,120,120,0,0,0,171.0,131,122,0,1,171.0,0,0.0,0.0,0,0,0,8628.64,0,0,0,0.0,0,0,0,0,0,0,0,129,1084,1,True
87,60,58,0,11,1,16,68,9,54,0,0.0,0.0,56,0.67,17118.1,53,53,1,0,0,171.0,8,58,0,1,171.0,0,0.5,0.0,0,0,0,2013.06,0,0,0,0.0,0,1,0,0,0,0,0,8,338,1,True
30,14,11,0,6,0,10,55,10,55,2,0.0,1.0,6,0.08,1312.51,2,0,4,2,0,131.02,0,9,0,1,131.02,0,0.5,0.0,0,2,1,239.44,1,0,0,0.0,0,1,2,0,0,2,0,0,60,1,False
65,47,38,4,6,0,12,90,10,54,3,0.0,2.67,35,0.47,20677.0,3,0,7,3,1,101.7,2,39,1,1,101.7,0,0.5,0.0,0,3,4,1395.88,5,0,0,0.0,0,1,8,0,0,3,0,2,251,1,False
217,170,130,34,31,17,16,150,10,55,14,0.03,3.0,132,2.03,93372.7,23,9,7,14,0,155.04,23,162,0,1,105.04,0,0.5,0.14,7,70,8,6083.19,3,0,0,0.0,0,1,42,0,0,14,0,23,1124,1,False
138,102,82,14,21,10,15,148,10,55,8,0.86,3.0,73,1.5,121295.0,9,1,10,8,0,152.23,15,91,0,1,102.23,0,0.5,0.25,0,16,12,4493.78,3,2,0,0.0,0,1,24,0,0,6,0,15,749,1,True
66,46,36,2,10,0,10,55,10,55,6,0.07,1.33,31,0.31,6473.46,9,3,6,6,0,120.98,0,39,0,1,120.98,0,0.5,0.39,0,10,2,921.11,1,0,0,0.0,0,1,8,0,0,6,0,0,204,1,False
71,48,37,8,13,3,10,66,10,55,9,0.25,1.89,32,0.53,12409.7,11,2,3,9,0,128.33,3,44,0,1,128.33,0,0.5,0.28,0,28,7,1594.76,1,3,0,0.0,0,1,17,0,0,6,0,3,345,1,False
214,159,126,18,27,23,28,230,10,55,14,0.07,2.64,137,1.85,57605.2,23,9,5,14,0,146.6,41,153,0,1,106.72,0,0.5,0.17,10,66,7,5552.89,2,1,0,0.0,0,1,37,0,0,13,0,36,1055,1,False
53,32,24,4,11,0,10,55,10,55,7,0.04,1.0,20,0.12,1126.74,11,4,3,7,0,142.39,0,28,0,1,142.39,0,0.0,0.29,0,28,1,348.84,0,3,0,0.0,0,0,7,0,0,4,0,0,101,1,False
76,29,18,14,7,1,40,226,10,55,4,0.0,2.5,15,0.19,4760.19,4,0,2,4,0,86.48,31,26,0,1,128.77,0,0.0,0.0,0,4,3,567.22,0,0,0,0.0,0,0,10,0,0,4,0,6,136,1,False
508,432,320,90,55,56,21,150,10,56,33,0.05,4.0,308,4.7,168631.0,96,63,7,36,0,145.77,67,424,0,1,105.88,0,0.5,0.07,13,830,33,14092.2,0,14,0,0.0,3,1,132,0,3,19,1,60,2545,1,True
400,310,238,55,52,45,38,258,10,55,13,0.08,5.69,227,3.68,240910.0,25,12,6,13,0,73.22,73,303,0,1,91.09,0,0.5,0.15,9,0,17,11046.7,2,3,0,0.0,0,1,74,0,0,10,0,71,1853,1,True
56,36,27,9,10,9,10,71,10,55,1,1.0,8.0,19,0.29,9788.67,6,5,6,2,0,41.4,9,29,0,1,91.4,0,0.0,0.8,0,0,8,871.2,0,1,0,0.0,1,0,8,0,1,0,1,9,173,1,True
65,41,30,8,13,0,11,68,10,55,7,0.06,1.43,27,0.22,5638.97,10,3,1,7,0,130.24,1,39,0,1,130.24,0,0.5,0.29,0,24,4,653.8,5,0,0,0.0,0,1,10,0,0,7,0,1,161,1,True
99,66,56,8,12,2,21,108,10,55,3,1.0,3.33,41,0.85,46558.6,4,1,10,3,0,96.4,13,55,0,1,96.17,0,0.5,0.0,1,3,8,2550.44,1,1,0,0.0,0,1,10,0,0,2,3,8,410,1,True
223,177,126,51,19,6,27,210,10,55,10,0.22,4.5,132,2.32,140380.0,13,3,10,10,0,136.33,23,166,0,1,96.44,0,0.5,0.13,3,30,11,6953.47,2,4,0,0.0,0,1,45,0,0,6,3,18,1207,1,True
73,48,39,7,10,0,15,94,10,55,6,0.07,1.5,33,0.31,8616.63,9,3,7,6,0,119.97,5,40,0,1,119.97,0,0.5,0.39,1,14,3,916.34,0,5,0,0.0,0,1,9,0,0,1,2,2,208,1,False
174,113,88,20,25,2,36,274,10,55,8,0.07,3.0,87,1.17,61686.8,14,6,11,8,1,123.45,28,101,1,1,102.84,0,0.5,0.23,2,16,10,3497.92,0,2,0,0.0,0,1,24,0,0,6,2,15,606,1,False
709,586,434,138,69,13,54,346,10,55,48,0.02,3.04,419,5.98,253058.0,60,12,13,48,0,157.75,56,558,0,1,107.75,0,0.0,0.07,24,732,11,17946.6,0,19,0,0.0,0,0,146,0,0,29,2,42,3483,1,True
65,48,36,11,6,3,11,58,10,54,3,0.0,3.67,32,0.43,18697.3,3,0,5,3,0,153.52,4,42,0,1,103.52,0,0.0,0.0,2,3,5,1301.28,0,3,0,0.0,0,0,11,0,0,0,0,4,255,1,False
120,94,72,21,12,3,14,81,10,55,6,0.8,3.67,79,1.32,69501.7,7,1,9,6,0,147.15,7,84,0,1,97.15,0,0.5,0.33,2,10,5,3960.05,4,2,0,0.0,0,1,22,0,0,4,0,5,733,1,False
70,46,35,10,14,7,10,72,10,55,3,0.25,5.0,31,0.58,31929.6,5,2,3,3,1,141.5,7,42,1,1,101.62,0,0.0,0.33,0,4,8,1728.69,0,2,0,0.0,0,0,15,0,0,1,1,7,339,1,True
41,20,15,2,6,0,15,101,10,55,3,0.0,1.33,15,0.15,2302.0,4,1,2,4,0,172.14,5,17,0,1,122.14,0,0.0,1.0,0,0,2,441.58,0,1,0,0.0,1,0,4,0,1,2,1,5,105,1,False
45,28,23,1,6,4,11,73,10,55,2,0.0,2.0,16,0.19,5365.16,2,0,8,2,0,150.04,5,19,0,1,110.15,0,0.5,0.0,0,2,3,570.3,1,0,0,0.0,0,1,4,0,0,2,0,5,116,1,False
430,308,222,85,32,14,90,424,10,55,21,0.0,3.86,251,3.71,205828.0,21,0,10,21,1,100.65,94,293,1,1,100.41,0,0.0,0.0,5,21,10,11141.7,0,13,0,0.0,0,0,81,0,0,8,3,30,2072,2,True
119,88,58,17,15,13,16,96,10,55,11,0.35,1.82,64,0.72,19105.0,13,2,2,11,0,169.28,19,85,0,1,119.28,0,0.5,0.18,5,26,7,2165.03,2,2,0,0.0,0,1,20,0,0,9,0,17,462,1,False
3290,2362,1827,400,163,147,765,4645,10,56,38,0.06,2.55,519,7.47,392700.0,49,11,2,38,1,137.51,94,548,1,1,97.62,0,0.0,0.03,14,206,14,22400.7,0,1,0,0.0,0,0,97,0,0,37,0,19,4137,1,True
52,29,21,0,10,0,13,59,10,56,6,0.0,1.17,16,0.11,1443.78,7,1,3,6,0,140.98,3,25,0,1,140.98,0,0.5,1.0,0,0,2,341.5,0,0,0,0.0,0,1,7,0,0,6,0,1,98,1,False
286,176,137,17,24,11,86,247,10,55,19,0.01,1.89,130,1.57,48508.5,29,10,10,19,0,115.23,87,165,0,1,115.0,0,0.5,0.11,9,207,4,4716.43,0,4,0,0.0,0,1,36,0,0,15,2,31,936,1,False
226,84,60,0,27,0,115,704,10,55,22,0.24,1.05,51,0.43,4932.43,23,1,7,23,0,141.49,105,76,0,1,141.25,0,0.5,0.77,1,0,2,1303.08,0,0,0,0.0,1,1,23,0,1,22,0,20,360,1,True
127,55,38,3,15,3,57,324,10,54,12,0.27,1.33,30,0.35,5618.97,13,1,6,13,0,138.91,50,48,0,1,138.68,0,0.5,0.75,1,0,2,1057.49,0,0,0,0.0,1,1,16,0,1,12,0,14,266,1,True
80,34,26,0,10,0,36,232,10,55,6,0.2,1.17,18,0.18,2856.97,7,1,6,7,0,132.32,26,27,0,1,132.08,0,0.5,0.83,0,0,2,537.63,0,0,0,0.0,1,1,7,0,1,6,0,6,136,1,True
138,51,37,0,16,0,71,419,10,55,12,0.18,1.08,30,0.26,3365.37,13,1,5,12,0,122.6,61,45,0,1,140.48,0,0.5,0.83,0,0,2,778.8,0,0,0,0.0,0,1,13,0,0,12,0,13,207,1,True
80,47,37,4,10,4,23,130,10,55,5,0.15,1.8,34,0.41,12923.5,10,5,2,5,0,135.58,17,44,0,1,114.97,0,0.5,0.32,2,10,5,1223.91,1,0,0,0.0,0,1,9,0,0,5,0,7,276,1,False
290,209,167,36,36,17,45,306,10,55,8,0.12,5.88,168,2.66,358769.0,26,18,4,9,0,52.42,52,204,0,1,84.64,0,0.5,0.16,1,20,28,7970.62,0,1,0,0.0,1,1,47,0,1,7,0,31,1327,1,True
295,230,172,60,32,45,33,166,10,56,16,0.09,3.94,158,2.1,65764.1,31,15,7,17,1,106.87,68,222,1,1,106.63,0,0.5,0.15,8,58,9,6313.29,0,2,0,0.0,1,1,63,0,1,14,0,50,1243,1,True
69,25,19,0,9,0,35,281,10,55,5,0.19,1.0,16,0.12,1514.19,9,4,2,5,0,115.79,25,22,0,1,133.66,0,0.5,0.4,0,4,1,359.28,0,0,0,0.0,0,1,5,0,0,5,0,4,97,1,True
126,86,66,7,15,5,25,128,10,55,8,0.17,2.12,57,0.63,13736.1,13,5,7,9,0,153.71,20,78,0,1,113.83,0,0.5,0.35,5,2,4,1894.17,0,0,0,0.0,1,1,17,0,1,8,0,9,400,1,False
103,48,37,0,13,0,42,220,10,55,8,0.14,1.12,28,0.27,4034.18,9,1,6,8,0,132.13,32,41,0,1,131.89,0,0.5,0.88,0,0,2,813.29,0,0,0,0.0,0,1,9,0,0,8,0,7,206,1,True
163,110,85,18,19,11,34,189,10,55,7,0.09,4.14,81,1.23,104718.0,16,9,3,7,0,81.08,35,106,0,1,98.95,0,0.5,0.19,1,15,16,3678.55,0,1,0,0.0,0,1,29,0,0,6,0,22,667,1,True
28,15,11,3,3,0,10,54,10,54,1,0.0,3.0,12,0.13,6452.29,1,0,1,1,0,100.49,0,13,0,1,100.49,0,0.0,0.0,1,1,3,376.02,0,1,0,0.0,0,0,3,0,0,0,0,0,79,1,True
28,12,10,0,5,1,11,62,10,55,0,0.0,0.0,8,0.07,1166.7,5,5,1,0,0,171.0,2,10,0,1,171.0,0,0.5,0.0,0,0,0,199.17,0,0,0,0.0,0,1,0,0,0,0,0,2,50,1,False
75,35,27,0,8,0,32,184,10,55,5,0.25,1.4,18,0.19,3346.44,6,1,6,6,0,131.11,22,28,0,1,130.87,0,0.5,0.8,0,0,2,559.22,0,0,0,0.0,1,1,7,0,1,5,0,5,136,1,True
112,71,51,28,11,4,30,127,10,56,5,0.08,4.2,41,0.76,33948.5,8,3,9,5,0,107.04,24,61,0,1,106.81,0,0.0,0.27,2,13,7,2290.73,0,1,0,0.0,0,0,21,0,0,4,1,16,441,1,False
52,9,8,0,1,0,42,190,10,56,4,0.0,1.0,5,0.03,141.11,4,0,2,4,0,110.71,32,6,0,1,158.81,0,0.5,0.0,0,4,1,93.21,0,0,0,0.0,0,1,4,0,0,4,0,5,34,1,False
111,20,19,0,3,7,88,465,10,56,8,7.0,1.0,16,0.16,1946.47,15,7,2,8,0,92.5,85,17,0,1,140.98,0,0.5,0.0,0,8,1,467.24,0,2,0,0.0,0,1,8,0,0,6,0,23,122,1,False
48,8,7,0,2,0,38,199,10,56,3,0.0,1.0,4,0.02,68.92,3,0,2,3,0,110.28,28,5,0,2,160.28,0,0.67,0.0,0,3,1,46.46,0,1,0,0.0,0,2,3,0,0,2,0,4,20,1,False
26,4,3,0,2,0,20,95,10,56,1,0.0,1.0,2,0.01,30.51,1,0,0,1,0,99.6,10,3,0,1,148.08,0,0.0,0.0,0,1,1,25.51,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,True
58,8,7,0,3,0,47,258,10,56,4,0.0,1.0,5,0.02,68.19,4,0,1,4,0,111.3,37,6,0,1,161.3,0,0.5,0.0,0,4,1,50.09,0,0,0,0.0,0,1,4,0,0,4,0,5,23,1,True
66,8,7,0,2,0,56,345,10,56,4,0.0,1.0,5,0.02,91.82,4,0,1,4,0,116.16,46,6,0,1,160.28,0,0.0,0.0,0,4,1,66.38,0,0,0,0.0,0,0,4,0,0,4,0,5,27,1,False
30,4,3,0,2,0,24,129,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,126.67,14,3,0,1,146.81,0,0.0,0.0,0,1,1,26.09,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,True
41,7,6,0,2,1,32,154,10,56,2,1.0,1.0,4,0.03,210.82,3,1,1,2,0,99.71,23,5,0,1,143.84,0,0.0,0.0,0,2,1,80.58,0,1,0,0.0,0,0,2,0,0,1,0,5,26,1,False
136,17,14,0,2,0,117,747,10,56,9,0.0,1.0,10,0.06,305.11,9,0,3,9,0,114.82,107,13,0,1,158.95,0,0.0,0.0,0,9,1,175.0,0,2,0,0.0,0,0,9,0,0,7,0,10,64,1,False
81,13,12,0,1,0,67,344,10,56,6,4.0,1.0,11,0.06,486.32,10,4,0,6,0,105.97,57,12,0,1,155.97,0,0.0,0.0,0,6,1,186.86,0,4,0,0.0,0,0,6,0,0,2,0,11,60,1,True
31,4,3,0,2,0,25,126,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,136.67,15,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,True
60,8,6,0,2,0,50,247,10,56,4,0.0,1.0,5,0.04,184.76,4,0,0,4,0,109.42,40,7,0,1,157.89,0,0.0,0.0,0,4,1,111.93,0,0,0,0.0,0,0,4,0,0,4,0,5,38,1,True
54,7,6,0,1,0,46,240,10,56,3,0.0,1.0,4,0.02,75.5,3,0,1,3,0,122.41,36,5,0,1,159.97,0,0.0,0.0,0,3,1,60.67,0,0,0,0.0,0,0,3,0,0,3,0,4,24,1,True
69,12,11,0,2,0,55,248,10,56,5,4.0,1.0,10,0.05,436.47,9,4,0,5,0,94.49,45,11,0,1,144.49,0,0.0,0.0,0,5,1,164.13,0,1,0,0.0,0,0,5,0,0,4,0,10,52,1,True
31,4,3,0,2,0,25,144,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,136.67,15,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,True
35,5,4,0,1,0,29,160,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,110.22,19,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,0,0,0.0,0,0,2,0,0,2,0,3,14,1,True
35,5,4,0,1,0,29,167,10,56,1,0.0,1.0,2,0.01,39.0,1,0,1,1,0,173.52,19,3,0,1,147.24,0,0.0,0.0,0,1,1,34.0,0,0,0,0.0,0,0,1,0,0,1,0,2,13,1,True
110,42,32,6,1,0,67,227,10,56,6,4.0,1.0,11,0.06,486.32,10,4,0,6,1,105.97,57,12,1,1,155.97,0,0.0,0.0,0,6,1,186.86,0,4,0,0.0,0,0,6,0,0,2,0,11,60,1,False
86,13,12,0,3,1,70,336,10,56,8,1.0,1.0,10,0.07,384.73,9,1,1,8,0,115.46,61,11,0,1,157.75,0,0.0,0.0,0,8,1,211.4,0,0,0,0.0,0,0,8,0,0,8,0,11,71,1,False
37,3,2,0,2,0,32,230,10,56,0,0.0,0.0,1,0.01,31.02,0,0,0,0,0,171.0,22,2,0,1,171.0,0,0.0,0.0,0,0,0,15.51,0,0,0,0.0,0,0,0,0,0,0,0,1,6,1,True
48,7,6,0,2,0,39,159,10,56,4,0.0,1.0,5,0.02,62.02,4,0,0,4,0,119.33,29,6,0,1,161.63,0,0.0,0.0,0,4,1,57.02,0,0,0,0.0,0,0,4,0,0,4,0,5,25,1,True
74,13,12,0,2,3,59,320,10,56,6,3.0,1.0,10,0.06,490.13,9,3,1,6,0,107.84,52,11,0,1,155.94,0,0.0,0.0,0,6,1,193.67,0,2,0,0.0,0,0,6,0,0,4,0,13,61,1,False
42,4,3,0,3,0,35,226,10,56,1,0.0,1.0,2,0.01,44.19,1,0,0,1,0,196.81,25,3,0,1,146.81,0,0.0,0.0,0,1,1,26.09,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,True
77,16,15,0,5,6,56,244,10,56,0,0.0,0.0,13,0.14,1907.34,12,12,0,0,0,171.0,52,15,0,1,171.0,0,0.0,0.0,0,0,0,418.68,0,0,0,0.0,0,0,0,0,0,0,0,19,83,1,True
41,7,6,0,5,1,29,142,10,56,2,1.0,1.0,4,0.03,178.92,3,1,1,2,0,95.93,20,5,0,1,144.4,0,0.0,0.0,0,2,1,76.97,0,1,0,0.0,0,0,2,0,0,1,0,5,25,1,False
38,7,6,0,2,1,29,137,10,56,2,1.0,1.0,4,0.03,178.92,3,1,1,2,0,95.93,20,5,0,1,144.4,0,0.0,0.0,0,2,1,76.97,0,1,0,0.0,0,0,2,0,0,1,0,5,25,1,False
156,24,23,0,9,5,123,579,10,56,14,5.0,1.0,20,0.15,1055.25,19,5,2,14,0,108.11,118,21,0,1,156.22,0,0.5,0.0,0,14,1,442.85,0,3,0,0.0,0,1,14,0,0,11,0,25,136,1,False
96,15,14,0,3,3,78,411,10,56,8,3.0,1.0,12,0.07,514.53,11,3,1,8,1,108.65,71,13,1,1,156.76,0,0.0,0.0,0,8,1,212.49,0,3,0,0.0,0,0,8,0,0,5,0,15,70,1,False
46,9,8,0,3,1,34,192,10,56,3,1.0,1.0,5,0.03,202.57,4,1,2,3,0,108.49,25,6,0,1,156.59,0,0.5,0.0,0,3,1,90.19,0,2,0,0.0,0,1,3,0,0,1,0,6,30,1,False
50,9,8,0,2,1,39,195,10,56,3,1.0,1.0,5,0.03,202.57,4,1,2,3,0,108.12,30,6,0,1,156.59,0,0.5,0.0,0,3,1,90.19,0,2,0,0.0,0,1,3,0,0,1,0,6,30,1,False
